Hapagfly,HLF,HF,HAPAG LLOYD,Germany,http://www.hapagfly.com
Harlequin Air,HLQ,JH,,Japan,http://www.harlequin-air.co.jp
Haughey Air Ltd.,,,,United Kingdom,http://www.haugheyair.co.uk
Hawaiian Airlines,HAL,HA,HAWAIIAN,United States,https://www.hawaiianairlines.com/
Hazelton Airlines,HZL,ZL,,Australia,
Heartland Airlines,,,,United States,
Heavylift Cargo Airlines,HVY,HM,HEAVY CARGO,Australia,
Hebei Airlines,HBH,NS,HEBEI AIR,China,http://www.hbhk.com.cn/
Helios Airways,HCY,ZU,HELIOS,Cyprus,http://www.helios-airways.com
Helitt Líneas Aéreas,HTH,H9,ALBORAN,Spain,http://www.helitt.com/
Hellas Jet,HEJ,T4,,Greece,http://www.hellas-jet.com
Hellenic Star Airways,HST,HJ,,Greece,
Hello Airlines,,H3,,Bangladesh,http://www.helloairlinesbd.com/
Hemus Air,HMS,DU,HEMUS AIR,Bulgaria,
"Henson, The Piedmont Regional Airline",HNA,,HENSON,United States,
Hermes Airlines,HRM,H3,HERMES,Greece,http://www.hermesairlines.gr/
Hermes Investment Group Inc,,,,United States,
Hevilift Australia,,,,Australia,http://www.heviliftgroup.com/
Hex'Air,HER,UD,HEX AIRLINE,France,http://www.hexair.com
Hi Fly Malta,HFM,5M,MOONRAKER,Malta,http://www.hifly.aero
Highland Airways,HWY,8H,HIWAY,United Kingdom,http://www.highlandairways.co.uk
Himalaya Airlines,HIM,H9,HIMALAYA,Nepal,
Hispaniola Airways,HIS,ZS,,Dominican Republic,
HMY Airways,HMY,HQ,,Canada,
Hokkaido International Airlines - Air Do,ADO,HD,AIR DO,Japan,http://www.airdo21.com
Hold-Trade Air,,,,Nigeria,
Holiday Airlines,HLD,HW,,Turkey,
HOLIDAYS Czech Airlines,HCC,HC,CZECH HOLIDAYS,Czech Republic,
Holland Exel,HXL,YZ,HOLLAND EXEL,Netherlands,http://www.hollandexel.com
Hong Kong Air Cargo,HKC,RH,,Hong Kong,http://www.hkaircargo.com/
Hong Kong Express,HKE,UO,HONGKONG SHUTTLE,Hong Kong,http://www.hkexpress.com/
HOP!,HOP,A5,AIR HOP,France,http://www.hop.fr/en
Houston Jet Service,,,,Multinational,
Hughes Aircraft Company,GMH,,,United States,
Hunair Hungarian Airlines,HUV,,,Hungary,
Hunting Air Cargo Airlines,ABR,AG,,United Kingdom,
Hydro-Quebec,HYD,,HYDRO,Canada,
Airline_name,ICAO,IATA,Callsign,Country,Website
I-Fly,RSY,F7,RUSSIAN SKY,Russian Federation,http://www.iflyltd.ru/
IAS Cargo Airlines,,FF,,United Kingdom,
Iberia,IBE,IB,IBERIA,Spain,http://www.iberia.com
Ibero Americana Colombia de Cargo (Iber Americana),,,IBERO,Colombia,
Iberworld,IWD,TY,IBERWORLD,Spain,http://www.iberworld.com
Ibom Air,,,,Nigeria,http://www.ibomair.com/
Icaro Air,,X8,,Ecuador,http://www.icaro.com.ec
Icejet,ICJ,,ICEJET,Iceland,http://www.icejet.is/
Icelandair,ICE,FI,ICE AIR,Iceland,http://www.icelandair.com/
ICS - Inter Ciel Service,ICS,,,France,
IFL Group,IFL,,,United States,
Illyrian Airways,,,,Unknown,
Imperial Air Cargo,,,,South Africa,
Imperial Airlines Mali,,,,Mali,
INAIR Panama,IX,,,Panama,
Independent Air Freighters,IDP,,,Australia,
Indigo,IBU,I9,,United States,
Indochina Airlines,AXC,VP,AIRSPUP,Viet Nam,
Indonesia AirAsia,AWQ,QZ,WAGON AIR,Indonesia,https://www.airasia.com/
Indonesian Airlines,IAA,IO,,Indonesia,
Inex-Adria Airways,ADR,JP,ADRIA,Yugoslavia,
Inner Mongolian Airlines,,,,China,
InselAir Aruba,NLU,8I,INSEL ARUBA,Aruba,http://www.fly-inselair.com/
Intair,INT,ND,,Canada,
Inter (Intercontinental de Aviación),ICT,RS,INTER,Colombia,
Inter Airlines,INX,6K,INTER-EURO,Turkey,http://www.interekspres.com
Inter Island Air,,,INTER ISLAND,American Samoa,http://www.interislandair.com/
Inter-Canadien,ICN,ND,,Canada,
InterAmérica,INE,,,Mexico,
InterCaribbean Airways,,,,Turks And Caicos Islands,http://www.intercaribbean.com/
Intercontinental Airways,,,,United States,
Interflug,IFL,IF,INTERFLUG,German Democratic Republic,
InterJet,INJ,,INJET,Greece,http://www.interjet.gr
Intermediacion Aerea Compania Aerea,IEA,,,Spain,
International Air Cargo,,,,United States,
International Caribbean Airways,,,,Barbados,
International Trans Air Business (ITAB),,,,"Congo, The Democratic Republic Of The",
Intersky,ISK,3L,INTERSKY,Austria,http://www.flyintersky.com/
Interstate Airlines,IAE,,,Nigeria,
InterSwede Aviation,,IU,INTERSWEDE,Sweden,
IPEC Aviation,IPA,,IPEC,Australia,
Iran Air,IRA,IR,IRANAIR,"Iran, Islamic Republic Of",http://www.iranair.com
Iran Aseman Airlines,IRC,EP,,"Iran, Islamic Republic Of",http://www.iaa.ir
Iraqi Airways,IAW,IA,IRAQI,Iraq,http://www.iraqiairways.com.iq/
Ireland Airways (EI Air Exports),EIX,2E,AIR EXPORTS,Ireland,
IRS Airlines,LVB,,,Nigeria,
Ishtar Airlines,,,,Unknown,
Island Air,MKU,WP,MOKU,United States,http://www.islandair.com
Island Transvoyager,ITI,T6,TRANS VOYAGER,Philippines,
Islas Airways,ISW,IF,PINTADERA,Spain,http://www.islasairways.com
IAC - Integrated Aviation Consortium,,,,United Kingdom,
IBC Airways,CSQ,II,,United States,
Iberia Express,IBS,I2,IBEREXPRES,Spain,http://www.iberiaexpress.com/
Ibertrans Aerea,IBT,,,Spain,
Ibex Airlines,IBX,FW,IBEX,Japan,http://www.ibexair.co.jp
Icar Air,RAC,,,Bosnia And Herzegovina,
ICC Canada Ltd,CIC,,,Canada,
Iceland Express,,,,Iceland,http://www.icelandexpress.com
ICS - Inter Cargo Service,ICS,,INTER CARGO,France,
ICX - International Charter Xpress,ICX,2C,INTEX,United States,
Ikar,KAR,IK,KRASJET,Russian Federation,https://www.pegasfly.com/
Ilyich-Avia,ILL,,,Ukraine,
Imperial Airlines,REJ,,LONG TAIL,Bermuda,
Impulse Airlines,IPU,VQ,,Australia,
Independence Air,IDE,DH,INDEPENDENCE,United States,http://www.flyi.com
Indian Airlines,IAC,IC,INDAIR,India,http://www.indian-airlines.nic.in
IndiGo,IGO,6E,IFLY,India,http://www.goindigo.in
Indonesia Air Transport,IDA,,INTRA,Indonesia,http://www.indonesia-air.com/
Indonesia AirAsia X,IDX,XT,RED PHOENIX,Indonesia,http://www.airasia.com/
Indus Air,,,,India,http://www.indusair.biz
Inflite,IEJ,,,United Kingdom,
Insel Air,INC,7I,INSELAIR,Netherlands Antilles,https://www.fly-inselair.com/
Int'Air Iles,IIA,,INTER ILES,Comoros,http://www.inter-iles-air.com/
Intal Air,INL,,,Kyrgyzstan,
Inter Air Services,,,,Algeria,
Inter European Airways,IEA,IP,,United Kingdom,
Inter-Canadian (Canadian Regional),ICN,ND,INTER-CANADIAN,Canada,
Interair South Africa,ILN,D6,INLINE,South Africa,http://www.interair.co.za.
Interamericana Cargo Venezuela,IIA,J6,INTERAMERICANA,Colombia,
Intercontinental Airlines,VVV,VS,VICTOR SIERRA,Nigeria,
Interflight,JMV,,,Swaziland,
Interjet,AIJ,4O,INTERJET,Mexico,http://www.interjet.com.mx
Interlink Airlines,ITK,ID,,South Africa,
International Air Bahama,,IW,,Bahamas,
International Air Tours,VGO,,,Nigeria,
International Express,,,,United States,
Interot Airways,IRT,IQ,,Germany,
Interstate Airlines,FWA,I4,INTERSTATE AIRLINES,Netherlands,http://www.interstateairlines.com
Interstate Airlines,INT,8C,INTERSTATE,United States,
Ion Tiriac Air,,,,Romania,
IrAero,IAE,IO,IRAERO,Russian Federation,https://www.iraero.ru/en/
Iran Airtour,IRB,B9,AIRTOUR,"Iran, Islamic Republic Of",http://www.iat.aero/
Iranian Naft Airlines,IRG,,NAFT,"Iran, Islamic Republic Of",http://www.naftairline.com/
Iraqi Government,,,,Iraq,
Irish Air Corps,IRL,,,Ireland,
ISD Avia,ISD,,,Ukraine,
Isla Airlines,,,,Unknown,
Island Aviation Services,DQA,Q2,ISLAND AVIATION,Maldives,
Islandsflug,ICB,HH,ICEBIRD,Iceland,http://www.islandsflug.is
Isleña Airlines,ISV,WC,ISLENA,Honduras,http://www.flyislena.com
Airline_name,ICAO,IATA,Callsign,Country,Website
Islena de Aviacion,ILA,,,Colombia,
Israir Airlines,ISR,6H,ISRAIR,Israel,https://www.israir.co.il/
Italair,DRG,B8,,Italy,
ItaliaTour Airlines,IAZ,OI,,Italy,
Italy First,IFS,IF,,Italy,
Itek Air,IKA,GI,ITEK AIR,Kyrgyzstan,http://www.itekair.kg/
IZair - Izmir Airlines,IZM,4I,IZMIR,Turkey,http://www.izair.com.tr/
Israel Aircraft Industries,IAI,,,Israel,
Istanbul Airlines,IST,IL,,Turkey,
ItAli Airlines,ACL,FS,ITALI,Italy,http://www.italiweb.it
ItalJet,ITJ,QJ,ITALJET,Italy,
Itavia,,IH,,Italy,
ITT Flight Operations,,,,United States,
Airline_name,ICAO,IATA,Callsign,Country,Website
J D Valenciana de Aviacion,JDV,,,Venezuela,
Jade Cargo International,JAE,JI,JADE CARGO,China,http://www.jadecargo.com/
JAL Express,JEX,JC,JANEX,Japan,http://www.jal.co.jp/jex
Jamahiriya Air Transport,,,,Libya,
Japan Air Charter,JAZ,JO,,Japan,
Japan Air System (JAS),JAS,JD,AIR SYSTEM,Japan,
Japan Airlines Domestic,JAL,JL,,Japan,http://www.jal.com
Japan Transocean Air,JTA,NU,JAI OCEAN,Japan,http://www.jal.co.jp/jta
JAT Airways,JAT,JU,JAT,Serbia,http://www.jat.com
Jatayu Airlines,JTY,VJ,,Indonesia,
Jazeera Airways,JZR,J9,JAZEERA,Kuwait,http://www.jazeeraairways.com
JC International Airlines,JCC,QD,CAMBO,Cambodia,http://www.jcairline.com/
Jeju Air,JJA,7C,JEJUAIR,"Korea, Republic Of",http://www.jejuair.net
Jersey European Airways,JEA,JY,JERSEY,United Kingdom,
Jet 2000,SJT,,,Sweden,
Jet Air,JEA,O2,JETA,Poland,http://www.jetair.pl
Jet Alsace,JLS,,JET ALSACE,France,
Jet Asia Airways,JAA,JF,JET ASIA,Thailand,http://www.flyjetasia.com
Jet Associates International,,,,United States,
Jet Express,,,,United States,
Jet Fret,JFT,JF,,France,
Jet Star,JSR,,,"Moldova, Republic Of",
Jet2,EXS,LS,CHANNEX,United Kingdom,http://www.jet2.com
Jetair - TUI Airlines Belgium,TUB,,,Belgium,http://www.jetair.be
JetAir Flug,JTI,,JETCLIPPER,Germany,
Jetall,JTL,,FIREFLY,Canada,
Jetconnect,QNZ,QF,QANTAS JETCONNECT,New Zealand,
Jetflite,JEF,,,Finland,
JetGreen Airways,,,,Ireland,
Jetlease Air Cargo,,,,United States,
Jetlines,,,,Canada,https://www.jetlines.ca/
JetLite,JLL,S2,LITE JET,India,http://www.jetlite.com
Jetran Air,MDJ,WZ,AIR ROMANIA,Romania,http://www.jetranair.ro
JetSMART,JAT,JA,ROCKSMART,Chile,https://www.jetsmart.com/
Jetstar Airways,JST,JQ,JETSTAR,Australia,http://www.jetstar.com
Jetstar Hong Kong,,,,Hong Kong,
Jetstar Pacific Airlines,PIC,BL,PACIFIC EXPRESS,Viet Nam,http://www.jetstar.com/
Jett8 Airlines Cargo,JEC,JX,TAIPAN,Singapore,http://www.jett8airlines.com
Jettime Finland,JTF,,JETFIN,Finland,
Jetways Airlines,JWX,WU,JETWAYS,Kenya,http://jetwaysairlines.com/
JHM Airlines Cargo,JHM,,,Costa Rica,
Jiangxi Air,CJX,RY,AIR CRANE,China,
JMC Airlines,JMC,MT,,United Kingdom,
Jonika,JNK,,JONIKA,Ukraine,
Jordan Aviation,JAV,R5,JORDAN AVIATION,Jordan,http://www.jordanaviation.jo
Joy Air,JOY,JR,JOY AIR,China,http://www.joy-air.com/
Judah 1,,,,United States,https://www.judah1.com/
Jupiter Airlines,JUA,,JUPITER GAMBIA,Gambia,
Just Us Air,JOC,,,Romania,http://www.just-us.aero/
J-Air,JLJ,XM,J-AIR,Japan,http://www.jair.co.jp/
Jagson Airlines,,,,India,http://www.jagsonairline.com/
JALWays,JAZ,JO,,Japan,http://www.jalways.co.jp
Jambojet,JMA,JM,CHUI,Kenya,http://www.jambojet.com
Japan Air Commuter,JAC,3X,COMMUTER,Japan,http://www.jac.co.jp
Japan Airlines,JAL,JL,JAPANAIR,Japan,http://www.jal.com
Japan Asia Airways,JAA,EG,ASIA,Japan,http://www.japanasia.co.jp
Japanese Government,,,,Japan,
JAT Yugoslav Airlines,JAT,JU,JAT,Serbia And Montenegro,
Jayawijaya Dirgantara,,,,Indonesia,
Jazz Air,JZA,QK,JAZZ,Canada,http://www.flyjazz.ca/
JedAir,,,,Nigeria,http://www.jedair.aero/
Jerdan,,,,United Kingdom,
Jes Air,JES,,,Bulgaria,
Jet 24 Inc,,,,United States,
Jet Airways,JAI,9W,JET AIRWAYS,India,http://www.jetairways.com
Jet America Airlines,,,,United States,
Jet Aspen Air Lines,JTX,,,United States,
Jet East International,JED,,,United States,
Jet Fleet,,,,United States,
Jet Link Holland,,,,Netherlands,
Jet Way,JJW,,JETWAY,United States,
Jet4You,JFU,8J,ARGAN,Morocco,http://www.jet4you.com
JetAir Caribbean,,,,Netherlands Antilles,
Jetairfly,JAF,TB,BEAUTY,Belgium,http://www.jetairfly.com
JetBlue Airways,JBU,B6,JETBLUE,United States,http://www.jetblue.com
Jetcraft Aviation,JCC,,,Australia,
JetGo Australia,JGO,JG,JETGO,Australia,http://www.jetgoaustralia.com.au/
JetKonnect,JLL,S2,LITE JET,India,http://www.jetkonnect.com/
Jetline,JLE,,,Equatorial Guinea,
JetLink Express,JLX,J0,KEN JET,Kenya,http://www.jetlink.co.ke/
JetMagic,JMG,GX,JMAGIC,Ireland,
Jetsgo,JGO,SG,,Canada,http://www.jetsgo.net
JetSMART Argentina,,WJ,,Argentina,https://www.jetsmart.com/
Jetstar Asia,JSA,3K,JETSTAR ASIA,Singapore,http://www.jetstarasia.com
Jetstar Japan,JJP,GK,ORANGE LINER,Japan,http://www.jetstar.com/
Jetstream International Airlines,JIA,OH,BLUE STREAK,United States,
Jettime,JTG,JO,JETTIME,Denmark,http://www.jet-time.dk
JetTrain,JTN,LF,JETTRAIN,United States,
JetX Airlines,JXX,GX,JETBIRD,Iceland,
Jhonlin Air Transport,JLB,,JHONLIN,Indonesia,
Jin Air,JNA,LJ,JIN AIR,"Korea, Republic Of",http://www.jinair.com/
Johnsons Air,JON,,JOHNSONS AIR,Ghana,
JOON,JON,,JOON,France,
JOTA Aviation,ENZ,,ENZO,United Kingdom,http://www.jotaaviation.com/
Jubba Airways,JBW,6J,AIRJUB,Kenya,http://www.jubbaairways.com/
Juneyao Airlines,DKH,HO,AIR JUNEYAO,China,http://www.juneyaoair.com/
JUST Japan Universal System Transport,JST,,,Japan,
Airline_name,ICAO,IATA,Callsign,Country,Website
K-Mile Air,KMI,8K,,Thailand,
Kabo Air,QNK,N9,KABO,Nigeria,
Kaiken Lineas Aereas,,,,Argentina,
Kalitta American International Airways,CKS,CB,CONNIE,United States,
Kallat El-Saker Air Company,KES,,KALLAT EL SKER,Libya,
Kam Air,KMF,RQ,KAMGAR,Afghanistan,http://www.flykamair.com
Kan Air,KND,K8,KAN AIR,Thailand,http://www.kanairlines.com/
Karat,AKT,V2,,Russian Federation,
Karinou Airlines,KRN,,,Central African Republic,http://www.centrafricair.com/
Kartika Airlines,KAE,,KARTIKA,Indonesia,http://www.kartika-airlines.com
Katale Aéro Transport,,,,Zaire,
Kavminvodyavia,MVD,KV,,Russian Federation,
Kaz TransAir,KUY,,,Kazakhstan,
Kazakhstan Airlines (Kazair),KZA,,,Kazakhstan,
KC International Airlines,KCH,3Q,CAM AIR,Cambodia,https://www.kcairlines.com/
Keeler and Tate Management LLC,,,,United States,
Kendell Airlines,KDA,KD,,Australia,
Kenya Airways,KQA,KQ,KENYA,Kenya,http://www.kenya-airways.com
Key Airlines,KEY,FS,KEY AIR,United States,
Khalifa Airways,KZW,K6,KHALIFA AIR,Algeria,
Kharkiv Airlines,KHK,KH,SUNRAY,Ukraine,
Khatlon Air,KHT,,KHATLON,Tajikistan,http://www.khatlon.net/
Kingdom Holding Company,,,,Saudi Arabia,
Kinshasa Airways,KNS,,KINSHASA AIRWAYS,"Congo, The Democratic Republic Of The",
Kitty Hawk Aircargo,KHA,KR,AIR KITTYHAWK,United States,
Kitty Hawk International,CKS,CB,CONNIE,United States,
Kiwi Regional Air,KRL,,KWI,New Zealand,http://www.flykiwiair.co.nz/
KLM Alps,LPV,A6,,Austria,
KLM Exel,AXL,XT,EXEL COMMUTER,Netherlands,
KLM uk,UKA,UK,,United Kingdom,
Kodiak Associates LLC,,,,United States,
Kolavia,KGL,7K,KOGALYM,Russian Federation,http://www.kolavia.ru
Komiaviatrans State Air Enterprise,KMA,,KOMI AVIA,Russian Federation,
Korea Express Air,KEA,XE,KOREA EXPRESS,"Korea, Republic Of",http://www.keair.co.kr/
Korek Airlines,,,,Iraq,
Kostar Airlines,,,,"Korea, Republic Of",
Krohn Air,KRO,,,Norway,
Kulula.com,CAW,MN,COMMERCIAL,South Africa,http://www.kulula.com
Kunpeng Airlines,KPA,VD,KUN PENG,China,http://www.kunpeng-air.com/
Kush Air,KUH,,KUSH AVIATION,South Sudan,http://www.kushair.net/
Kuzu Airlines Cargo,KZU,GO,KUZU CARGO,Turkey,http://www.kuzuairlines.com
Kyrgyz Airways,KGZ,N5,BERMET,Kyrgyzstan,
Kyrgyz Trans Avia,KTC,6K,DINARA,Kyrgyzstan,
Kyrgyzstan Airlines,KGA,R8,KYRGYZ,Kyrgyzstan,
K2000 Airlines,,,,Australia,
Kahama Mining Corporation,,,,"Tanzania, United Republic Of",
Kalitta Air,CKS,K4,CONNIE,United States,http://www.kalittaair.com
Kalitta Charters II,KII,CB,DRAGSTER,United States,http://www.kalittacharterscargo.com/
KalStar Aviation,KLS,KD,KALSTAR,Indonesia,http://www.kalstaronline.com/
Kampuchea Airlines,KMP,KT,,Cambodia,
Kar-Air,KAR,KR,,Finland,
Karibu Airways,,,,"Tanzania, United Republic Of",
Karthago Airlines,KAJ,5R,,Tunisia,http://www.karthagoairlines.com
Karun Airlines,KRU,,KARUN,"Iran, Islamic Republic Of",http://www.karunair.ir/
Katanga Wings,,,,"Congo, The Democratic Republic Of The",
Kaz Air West,KAW,,,Kazakhstan,
Kazakhstan Airlines,KHN,,,Kazakhstan,
KBA - Ka'an Beel Air,,,,Mexico,
KD Avia,KNI,KD,KALININGRAD AIR,Russian Federation,http://www.kdavia.ru
Kelowna Flightcraft,KFA,KW,FLIGHTCRAFT,Canada,https://www.kfaero.ca/
Kenn Borek Air,KBA,4K,,Canada,
KevinAir LLC,,,,United States,
Key Lime Air,LYM,,,United States,
Khalifa Airways Cargo,,,,Algeria,
Kharkov Aircraft Manufacturing Company,WKH,,,Ukraine,
Khors Aircompany,KHO,KO,AIRCOMPANY KHORS,Ukraine,http://www.khors.com.ua
Kingfisher Airlines,KFR,IT,KINGFISHER,India,http://www.flykingfisher.com
Kish Air,KIS,Y9,KISH AIR,"Iran, Islamic Republic Of",http://kishairline.com/
Kitty Hawk Airways,KHC,,CARGO HAWK,United States,
Kiwi International Air Lines,KIA,KP,,United States,
Kiwi Travel International Airlines,KIC,KC,,New Zealand,
KLM Cityhopper,KLC,WA,CITY,Netherlands,https://www.klmcityhopper.nl/
KLM Royal Dutch Airlines,KLM,KL,KLM,Netherlands,http://www.klm.com
Knights Airlines,KGT,,KNIGHT-LINER,Nigeria,
Kokshetau Airline,KRT,,,Kazakhstan,
Kolob Canyons Air Services,KCR,,KOLOB,United States,http://www.kolobair.com/
KoralBlue Airlines,KBR,K7,KORAL BLUE,Egypt,http://www.flykoralblue.com
Korean Air Lines,KAL,KE,KOREAN AIR,"Korea, Republic Of",https://www.koreanair.com/
Korongo Airlines,KGO,ZC,CONGO STAR,"Congo, The Democratic Republic Of The",http://www.flykorongo.com/
KrasAir,KJC,7B,KRASNOYARSK AIR,Russian Federation,http://www.krasair.ru
Kuban Airlines,KIL,GW,AIR KUBAN,Russian Federation,http://www.alk.ru
Kunming Airlines,KNA,KY,KUNMING AIR,China,http://www.airkunming.com/
Kurdistan Airlines,,,,Iraq,http://www.kurdistan-airline.gr/
Kuwait Airways,KAC,KU,KUWAITI,Kuwait,http://www.kuwaitairways.com/
Kyrgyz Air,KAF,KT,,Kyrgyzstan,
Kyrgyz International Airlines,KYL,N5,KYRMAL,Kyrgyzstan,
Kyrgyzstan Aircompany,LYN,QH,ALTYN AVIA,Kyrgyzstan,http://www.kyrgyzaero.com/
Kyrnair,KYN,V4,,France,
Airline_name,ICAO,IATA,Callsign,Country,Website
L'Aéropostale,ARP,5S,AEROPOSTE FRANCE,France,
La Compagnie,DJT,B0,DREAMJET,France,https://www.lacompagnie.com/
La Tur Airlines,LPT,LP,,Mexico,
LAC Colombia - Lineas Aereas Del Caribe,LIC,LC,,Colombia,
LACSA Lineas Aereas Costarricenses,LRC,LR,LACSA,Costa Rica,
LADECO Cargo,LDC,UC,,Chile,
LagunAir,JEV,N7,LAGUNAIR,Spain,http://www.lagunair.es
Lakeland Air Transport,,,,United States,
Laker Airways,LKR,GK,LAKER,United Kingdom,
LAMCASA - Mexicana de Carga,LMC,,,Mexico,
LAMIA,LMD,,LAMIA,Venezuela,http://www.lamia.com.ve/
LAN Argentina,DSM,4M,AERODOSMIL,Argentina,http://www.lan.com/
LAN Chile,LAN,LA,LAN,Chile,
LAN Colombia,ARE,4C,LAN COLOMBIA,Colombia,http://www.lan.com/
LAN Express,LXP,,,Chile,
LANCO,LAE,L7,LANCO,Colombia,
Lanmei Airlines,MKR,LQ,AIR LANME,Cambodia,http://www.lanmeiairlines.com/
Lao Aviation,,,LAO,Lao People's Democratic Republic,
LAPA,LPR,MJ,LAPA,Argentina,
LAR Transregional,PDF,TH,TRANSREGIONAL,Portugal,
LASER,LER,QL,LASER,Venezuela,http://www.laser.com.ve
LATAM Airlines Brasil,TAM,JJ,TAM,Brazil,https://www.latam.com/
LATAM Airlines Ecuador,LNE,XL,AEROLANE,Ecuador,https://www.latam.com/
LATAM Cargo Brasil,TUS,M3,TURISMO,Brazil,http://www.latamcargo.com/
LATAM Cargo Colombia,LAE,L7,LANCO,Colombia,http://www.latamcargo.com/
LatCharter,LTC,6Y,LATCHARTER,Latvia,http://www.latcharter.com
Lauda Air,LDA,NG,LAUDA AIR,Austria,http://www.laudaair.com
LaudaMotion,LDM,OE,LAUDA MOTION,Austria,https://www.laudamotion.com/
LC Perú,LCB,,BUSRE,Peru,http://www.lcperu.pe/
Leal Lineas Aereas,,,,Argentina,
Lebanon Sky Aviation,LSY,,LEBANON SKY,Lebanon,http://www.lebanonsky.com/
Leisure Air,LWD,,,United States,
Leste Aviation,,,,Indonesia,
LEVEL,,,,Spain,https://www.flylevel.com/
LIAT,LIA,LI,LIAT,Antigua And Barbuda,http://www.liat.com
Libyan Air Cargo,LCR,LC,LIBAC,Libya,
Libyan Wings,LWA,,LIBYAN WINGS,Libya,http://www.libyanwings.ly/
Lignes Aériennes Congolaises (LAC),LCG,,CONGOLAISE,"Congo, The Democratic Republic Of The",
Lina Congo,,,,Congo,
Linea Aerea IAACA (LAI),BNX,KG,,Venezuela,
Linea Aeropostal Venezolana (LAV),LAV,LV,AEROPOSTAL,Venezuela,
Lineas Aereas Azteca,LCD,ZE,,Mexico,http://www.aazteca.com.mx
Lineas Aéreas del Sur,LDS,,,Argentina,http://ladssa.com/
Lineas Aereas Guipuzcoanas,TRK,ZH,,Spain,
Líneas Aéreas Paraguayas (LAP),LAP,PZ,PARAGUAYA,Paraguay,
Linhas Aéreas de São Tomé e Príncipe,OTN,,LASTP,Sao Tome And Principe,
Linjeflyg,LIN,LF,,Sweden,
Link PNG,,,,Papua New Guinea,
Linus Airways,,,,Indonesia,
Lionair,LIR,,,Luxembourg,
L'Avion (Elysair),AVI,A0,LAVION,France,http://www.lavion.com
La Costena,,,,Nicaragua,https://www.lacostena.com.ni/
Labrador Airways,LAL,WJ,,Canada,
LAC Linea Aerea Cuencana,,,,Ecuador,
Ladeco Airlines,LCO,UC,,Chile,
LAER - Lineas Aéreas Entre Rios,,,,Argentina,
Lake Central Airlines,,,,United States,
Laker Airways,LKR,6F,,United States,
LAM - Linhas Aéreas de Moçambique,LAM,TM,MOZAMBIQUE,Mozambique,http://www.lam.co.mz
LAMIA,LMI,,,Bolivia,
LAN Airlines,LAN,LA,LAN,Chile,http://www.lan.com
LAN Cargo,LCO,UC,LAN CARGO,Chile,http://www.lancargo.com/
LAN Chile Cargo,LCO,UC,LAN CARGO,Chile,
LAN Ecuador,LNE,XL,AEROLANE,Ecuador,http://www.lan.com/
LAN Peru,LPE,LP,,Peru,http://www.lan.com/
LANICA,,NI,LANICA,Nicaragua,
Lao Airlines,LAO,QV,LAO,Lao People's Democratic Republic,http://www.laoairlines.com
Lao Central Airlines,LKA,LF,NAKLAO,Lao People's Democratic Republic,
LAPSA Air Paraguay,LAP,PZ,PARAGUAYA,Paraguay,
LASA Líneas Aéreas,,,,Argentina,http://www.aerolineaslasa.com/
LATAM Airlines Argentina,DSM,4M,LANAR,Argentina,https://www.latam.com/
LATAM Airlines Chile,LAN,LA,LAN,Chile,https://www.latam.com/
LATAM Airlines Peru,LPE,LP,LAN PERU,Peru,https://www.latam.com/
LATAM Cargo Chile,LCO,UC,LAN CARGO,Chile,http://www.latamcargo.com/
LATAM Cargo Mexico,MAA,M7,MASAIR,Mexico,http://www.latamcargo.com/
Latin Air Cargo,,,,Brazil,http://www.latinair.com.br/
Lauda Air Italy,LDI,L4,,Italy,http://www.lauda.it
LAW - Latin American Wings,JMR,H8,,Chile,http://www.latinamericanwings.com/
Leading Edge,,,,Philippines,
Lease Fly,LZF,,SKYLEASE,Portugal,http://www.lease-fly.com/
Legend Airlines,LGD,LC,,United States,
Leisure International Airways,ULE,MV,LEISURE,United Kingdom,
Let's Fly,LLY,,,Spain,http://www.letsfly.aero
LGW - Luftfahrtgesellschaft Walter,LGW,HE,WALTER,Germany,
Liberia World Airlines (LWA),LWA,LE,HOTEL YANKEE,Liberia,
Libyan Airlines,LAA,LN,LIBAIR,Libya,http://www.libyanarabairline.com
Libyavia,,,,Libya,
Limitless Airways,LIM,,SCANDJET,Croatia,http://www.limitlessairways.hr/
Linas Aereas Hispania,,,,Spain,
Línea Aérea SINAMI,,,,Chile,
Linea Turistica Aereotuy Lta,TUY,LD,,Venezuela,
Lineas Aereas Canarias,LCN,9L,,Spain,
Lineas Aereas Dominicanas,,,,Dominican Republic,
Lineas Aereas Navarras,,,,Spain,
Lineas Aereas Suramericanas,LAU,,,Colombia,
Linhas Aereas Santomenses,SMS,,,Sao Tome And Principe,
Link Airs,,,,Japan,
Linkair Express,LKX,,MUTTLEY,Italy,http://www.linkairexpress.com
Lion Air,LNI,JT,LION INTER,Indonesia,http://www.lionair.co.id
Lions Air,LEU,,LIONSAIR,Switzerland,http://www.lionsair.ch
Airline_name,ICAO,IATA,Callsign,Country,Website
Lipican Aer,LIP,,,Slovenia,
Livingston,LVG,LM,LIVINGSTON,Italy,http://www.livingstonair.it
Lloyd Aereo Boliviano (LAB),LLB,LB,,Bolivia,http://www.labairlines.com
Lloyd International Airways,,LW,,United Kingdom,
Lobaye Airways,,LB,,Central African Republic,
Loftleidir Icelandic,,LL,,Iceland,http://www.loftleidir.com
Logistic Air,,,,Niger,
Longhao Airlines,LHA,GI,AIR CANTON,China,http://www.longhao-air.com/
